    57.275,      0.199
    57.422,      0.199
    57.568,      0.199
    57.715,      0.199
    57.861,      0.200
    58.008,      0.200
    58.154,      0.200
    58.301,      0.200
    58.447,      0.200
    58.594,      0.200
    58.740,      0.200
    58.887,      0.200
    59.033,      0.200
    59.180,      0.200
    59.326,      0.200
    59.473,      0.200
    59.619,      0.201
    59.766,      0.201
    59.912,      0.201
    60.059,      0.201
    60.205,      0.201
    60.352,      0.201
    60.498,      0.201
    60.645,      0.201
    60.791,      0.201
    60.938,      0.201
    61.084,      0.201
    61.230,      0.201
    61.377,      0.201
    61.523,      0.201
    61.670,      0.202
    61.816,      0.202
    61.963,      0.202
    62.109,      0.202
    62.256,      0.202
    62.402,      0.202
    62.549,      0.202
    62.695,      0.202
    62.842,      0.202
    62.988,      0.202
    63.135,      0.202
    63.281,      0.202
    63.428,      0.202
    63.574,      0.202
    63.721,      0.202
    63.867,      0.203
    64.014,      0.203
    64.160,      0.203
    64.307,      0.203
    64.453,      0.203
    64.600,      0.203
    64.746,      0.203
    64.893,      0.203
    65.039,      0.203
    65.186,      0.203
    65.332,      0.203
    65.479,      0.203
    65.625,      0.203
    65.771,      0.203
    65.918,      0.203
    66.064,      0.203
    66.211,      0.203
    66.357,      0.203
    66.504,      0.203
    66.650,      0.203
    66.797,      0.203
    66.943,      0.203
    67.090,      0.204
    67.236,      0.204
    67.383,      0.204
    67.529,      0.204
    67.676,      0.204
    67.822,      0.204
    67.969,      0.204
    68.115,      0.204
    68.262,      0.204
    68.408,      0.204
    68.555,      0.204
    68.701,      0.204
    68.848,      0.204
    68.994,      0.204
    69.141,      0.204
    69.287,      0.204
    69.434,      0.204
    69.580,      0.204
    69.727,      0.204
    69.873,      0.204
    70.020,      0.204
    70.166,      0.204
    70.312,      0.204
    70.459,      0.204
    70.605,      0.204
    70.752,      0.204
    70.898,      0.204
    71.045,      0.204
    71.191,      0.204
    71.338,      0.204
    71.484,      0.204
    71.631,      0.204
    71.777,      0.204
    71.924,      0.204
    72.070,      0.204
    72.217,      0.204
    72.363,      0.204
    72.510,      0.204
    72.656,      0.204
    72.803,      0.204
    72.949,      0.204
    73.096,      0.204
    73.242,      0.204
    73.389,      0.204
    73.535,      0.204
    73.682,      0.204
    73.828,      0.204
    73.975,      0.204
    74.121,      0.204
    74.268,      0.204
    74.414,      0.204
    74.561,      0.204
    74.707,      0.204
    74.854,      0.204
    75.000,      0.204
